Product Name,Price,Product Link
Korean Honeyed Black Ginseng 20 Sticks,$109.99,https://www.costco.com/korean-honeyed-black-ginseng-20-sticks.product.100946565.html
"Ghirardelli, Triple Chocolate Premium Brownie Mix, 6-Count",$16.99,/all-costco-grocery.html
"Nongshim, Shin Big Bowl 4.02 oz, 12-Count",$21.99,/all-costco-grocery.html
"Kirkland Signature, Pure Sea Salt, 30 oz",$3.99,/all-costco-grocery.html
Namaste Gluten Free USDA Organic Perfect Flour Blend 6-count (48 oz. each),$59.99,https://www.costco.com/namaste-gluten-free-usda-organic-perfect-flour-blend-6-count-48-oz.-each.product.100513046.html
Omeals Self Heating Emergency/Portable Meals 32 Pack High Protein Assortment (32 Total Servings),$219.99,https://www.costco.com/omeals-self-heating-emergencyportable-meals-32-pack-high-protein-assortment-32-total-servings.product.100845124.html
"Royal, Basmati Rice, 20 lbs",$24.99,/all-costco-grocery.html
"Splenda Zero Calorie Sweetener Packets, 1,000-count",$16.99,/all-costco-grocery.html
"Libby's, Vienna Sausage, 4.6 oz, 18-count",$14.99,/all-costco-grocery.html
"Kirkland Signature, Organic Diced Tomatoes, 14.5 oz, 8-Count",$7.99,/all-costco-grocery.html
"Bumble Bee, Snack on the Run Tuna Salad, 3.5 oz, 9-Count",$16.99,/all-costco-grocery.html
"Swanson, Chicken Broth, 14.5 oz, 12-Count",$10.69,/all-costco-grocery.html
"Genova, Yellowfin Tuna, 7 oz, 6-Count",$17.99,/all-costco-grocery.html
"Best Foods, Real Mayonnaise, 64 oz",$11.99,/all-costco-grocery.html
"Jamie's Hive To Table 100% Pure Raw 12 oz. Honeycomb, 3-Pack",$44.99,https://www.costco.com/jamie's-hive-to-table-100%25-pure-raw-12-oz.-honeycomb%2c-3-pack.product.4000196767.html
"Nissin, Top Ramen, Chicken, 3 oz, 48-Count",$16.99,/all-costco-grocery.html
Namaste Gluten Free Waffle & Pancake Mix 3 lb 2-pack (6 lbs Total),$21.99,https://www.costco.com/namaste-gluten-free-waffle-%2526-pancake-mix-3-lb-2-pack-6-lbs-total.product.4000234030.html
"Kirkland Signature, Organic Sugar, 10 lbs",$10.99,/all-costco-grocery.html
"Lea & Perrins, Worcestershire Sauce, 20 fl oz, 2-Count",$9.99,/all-costco-grocery.html
"Nutella Hazelnut Spread with Cocoa, 33.5 oz, 2-count",$12.99,/all-costco-grocery.html
"Nielsen-Massey Madagascar Bourbon Pure Vanilla Extract, 8 oz., 2-pack",$49.99,https://www.costco.com/nielsen-massey-madagascar-bourbon-pure-vanilla-extract%2c-8-oz.%2c-2-pack.product.100854905.html
"S&W, Organic Black Beans, 15 oz, 8-Count",$9.99,/all-costco-grocery.html
"Idahoan, Real Premium Mashed Potatoes, 3.25 lbs",$10.99,/all-costco-grocery.html
"Pure Vanilla Extract, 16 fl oz",$13.99,https://www.costco.com/pure-vanilla-extract%2c-16-fl-oz.product.100434618.html
"Sweet Baby Ray's, Barbecue Sauce, 40 oz, 2-Count",$7.99,/all-costco-grocery.html
"Jif Creamy Peanut Butter 48 oz, 2-Count",$13.99,/all-costco-grocery.html
"Kirkland Signature, Organic Tomato Paste, 6 oz, 12-Count",$10.99,/all-costco-grocery.html
"Hunt's Ketchup Packets, 1000-count",$29.99,/all-costco-grocery.html
"Del Monte, Canned Corn-Whole Kernel, 15.25 oz, 12-Count",$12.99,/all-costco-grocery.html
"Spam 25% Less Sodium, 12 oz, 8-Count",$26.99,/all-costco-grocery.html
"Marianne's, Avocado Oil, 67.6 fl oz",$22.99,/all-costco-grocery.html
"Sugar In The Raw, Turbinado Cane Sugar, 96 oz",$10.49,/all-costco-grocery.html
"Prince of Peace Ginseng Root Slices, 9 Ounces",$63.99,https://www.costco.com/prince-of-peace-ginseng-root-slices%2c-9-ounces.product.100538194.html
"Rodelle, Gourmet Baking Cocoa Powder, 25 oz",$10.99,/all-costco-grocery.html
"Stevia in the Raw Zero Calorie Sweetener, 1 g, 800-count",$17.99,/all-costco-grocery.html
"Hershey's Syrup, Chocolate, 120 oz",$11.99,/all-costco-grocery.html
"Kirkland Signature Organic Blue Agave, 36 oz, 2-count",$10.99,/all-costco-grocery.html
"Sugar in the Raw Turbinado Cane Sugar, 4.5 g, 500-count",$10.99,/all-costco-grocery.html
"S&W, Organic Garbanzo Beans, 15.5 oz, 8-Count",$9.99,/all-costco-grocery.html
"Kirkland Signature, Black Pepper with Grinder, 6.3 oz, 2-Count",$9.99,/all-costco-grocery.html
"Dole, Mandarin Oranges Cup, 4 oz, 16-Count",$8.49,/all-costco-grocery.html
"Kirkland Signature, Pink Salt, Fine Grain, 5 lbs",$8.99,/all-costco-grocery.html
"Spam Classic, 12 oz, 8-Count",$26.99,/all-costco-grocery.html
"Kirkland Signature, Evaporated Milk, 12 fl oz, 12-Count",$13.99,/all-costco-grocery.html
"Nestlé Toll House, Semi-Sweet Chocolate Chip Morsels, 72 oz",$16.99,/all-costco-grocery.html
"Lawry's Coarse Ground Garlic Salt with Parsley, 33 oz",$11.49,/all-costco-grocery.html
"Kirkland Signature Organic No-Salt Seasoning, 14.5 oz",$9.99,/all-costco-grocery.html
"Jif Peanut Butter, Extra Crunchy, 48 oz, 2-Count",$13.99,/all-costco-grocery.html
"Nestle La Lechera, Sweetened Condensed Milk, 14 oz, 6-Count",$15.99,/all-costco-grocery.html
"Kirkland Signature, Granulated Garlic, 18 oz",$9.99,/all-costco-grocery.html
"Vertullo, Pitted Kalamata Olives, Large, 68 oz",$14.99,/all-costco-grocery.html
"Kirkland Signature, Crushed Red Pepper, 10 oz",$4.79,/all-costco-grocery.html
"Lawry's, Seasoned Salt, 40 oz",$9.49,/all-costco-grocery.html
Yupik Organic Hulled Hemp Hearts 2.2 lb 3-pack,$56.99,https://www.costco.com/yupik-organic-hulled-hemp-hearts-2.2-lb-3-pack.product.100681875.html
"Lindsay, Extra Large Black Pitted Olives, 6 oz, 8-count",$15.99,/all-costco-grocery.html
"Knorr, Chicken Bouillon, 7.9 lbs",$22.99,/all-costco-grocery.html
"DJ&A Shiitake Mushroom Crisps 10.58 oz. bag, 5-pack",$49.99,https://www.costco.com/dj%2526a-shiitake-mushroom-crisps-10.58-oz.-bag%2c-5-pack.product.4000027569.html
"Knorr, Hollandaise Sauce Mix, 30.2 oz",$17.99,/all-costco-grocery.html
Full Thread Greek Saffron 14 Gram Jar,$59.99,https://www.costco.com/full-thread-greek-saffron-14-gram-jar.product.100762981.html
"Kirkland Signature Organic Ground Saigon Cinnamon, 10.7 oz., 2-count",$19.99,https://www.costco.com/kirkland-signature-organic-ground-saigon-cinnamon%2c-10.7-oz.%2c-2-count.product.100400498.html
"Nielsen Massey Mexican Pure Vanilla Extract, 2-pack (8 oz. each)",$43.99,https://www.costco.com/nielsen-massey-mexican-pure-vanilla-extract%2c-2-pack-8-oz.-each.product.4000138522.html
"Kirkland Signature, Vegetable Oil, 3 qt, 2-Count",$14.99,/all-costco-grocery.html
"Sweetened Condensed Milk, 14 oz, 6-count",$10.99,/all-costco-grocery.html
"Mazola, Corn Oil, 2.5 gal",$37.99,/all-costco-grocery.html
"Kirkland Signature, Whole Black Peppercorn, 14.1 oz",$5.99,/all-costco-grocery.html
Fresh Winter White  Truffles 2 oz,$349.99,https://www.costco.com/fresh-winter-white--truffles-2-oz.product.4000223402.html
Kirkland Signature Organic Modena Balsamic Vinegar 2-pack (33.8 oz each),$44.99,https://www.costco.com/kirkland-signature-organic-modena-balsamic-vinegar-2-pack-33.8-oz-each.product.4000229020.html
"Smucker's Assorted Jam & Jelly Cups, 0.5 oz, 200-count",$17.99,/all-costco-grocery.html
"Kirkland Signature Ground Turmeric, 12 oz., 2-count",$19.99,https://www.costco.com/kirkland-signature-ground-turmeric%2c-12-oz.%2c-2-count.product.100400211.html
"McCormick, Granulated Onion, 18 oz",$7.99,/all-costco-grocery.html
"Clabber Girl, Baking Powder, 4 lbs",$14.99,/all-costco-grocery.html
"Red Star, Active Dry Yeast, 32 oz",$8.99,/all-costco-grocery.html
"Olde Thompson, Kosher Flake Sea Salt, 5 lbs",$6.49,/all-costco-grocery.html
"French's, Classic Yellow Mustard, 30 oz, 2-count",$6.49,/all-costco-grocery.html
"McCormick, Perfect Pinch, Lemon & Pepper Seasoning, 28 oz",$10.99,/all-costco-grocery.html
"Yo Mama's Dairy-Free Variety Dressing, 3-pack",$19.99,https://www.costco.com/yo-mama's-dairy-free-variety-dressing%2c-3-pack.product.4000303413.html
"Hershey's Cocoa, 100% Cacao, Natural Unsweetened, 23 oz",$11.99,/all-costco-grocery.html
"Sea Watch, Chopped Sea Clams, 51 oz, 2-Count",$28.99,/all-costco-grocery.html
"Kinder's Organic Buttery Steakhouse 10.4 oz, 2-pack",$21.99,https://www.costco.com/kinder's-organic-buttery-steakhouse-10.4-oz%2c-2-pack.product.100432759.html
"McCormick, Premium Taco Seasoning, 24 oz",$8.99,/all-costco-grocery.html
Mazzetti l’Originale 12.89 oz Organic Balsamic Glaze 3-pack,$29.99,https://www.costco.com/mazzetti-l%e2%80%99originale-12.89-oz-organic-balsamic-glaze-3-pack.product.4000236437.html
The Mazzetti Artistry Edition Balsamic Vinegar of Modena 8.45 fl oz.,$36.99,https://www.costco.com/the-mazzetti-artistry-edition-balsamic-vinegar-of-modena-8.45-fl-oz..product.100646297.html
"McCormick, Grill Mates, Montreal Steak Seasoning, 29 oz",$9.49,/all-costco-grocery.html
"ReaLemon, Lemon Juice, 48 oz, 2-Count",$6.99,/all-costco-grocery.html
"N'Joy Pure Sugar, 22 oz, 8-count",$18.99,/all-costco-grocery.html
"C&H Pure Cane Sugar, 2.83 g, 2,000-count",$16.99,/all-costco-grocery.html
"Crisco, All-Vegetable Shortening, 6 lbs",$17.99,/all-costco-grocery.html
"McCormick, Gourmet Bruschetta Seasoning Mix, Sweet Basil & Oregano, 19 oz",$10.49,/all-costco-grocery.html
Giusti Scrigno  Italian Balsamic Vinegar Collection,$349.99,https://www.costco.com/giusti-scrigno--italian-balsamic-vinegar-collection.product.4000027231.html
"Olde Thompson, Saigon Cinnamon Sticks, 6.6 oz",$6.99,/all-costco-grocery.html
"Acetaia Del Cristo Black Diamond Balsamic Vinegar Aged 50 years, 3.38 oz.",$139.99,https://www.costco.com/acetaia-del-cristo-black-diamond-balsamic-vinegar-aged-50-years%2c-3.38-oz..product.4000236932.html
"Kirkland Signature Organic Hemp Hearts, 3-pack (6 lbs Total)",$54.99,https://www.costco.com/kirkland-signature-organic-hemp-hearts%2c-3-pack-6-lbs-total.product.4000186427.html
"Tajin, Clásico Seasoning, 14 oz, 2-Count",$10.99,/all-costco-grocery.html
"McCormick, Ground Cumin, 14 oz",$7.99,/all-costco-grocery.html
"Olde Thompson Ground Nutmeg, 20.1 oz",$11.99,/all-costco-grocery.html
European Black Winter Fresh Truffles 3 oz.,$189.99,https://www.costco.com/european-black-winter-fresh-truffles-3-oz..product.4000236444.html
Mazzetti Traditional Balsamic Vinegar of Modena Aged  25 Years,$109.99,https://www.costco.com/mazzetti-traditional-balsamic-vinegar-of-modena-aged--25-years.product.100081764.html
Mazzetti Traditional Balsamic Vinegar of Modena Aged 12 Years,$69.99,https://www.costco.com/mazzetti-traditional-balsamic-vinegar-of-modena-aged-12-years.product.11196977.html
"Mission 10"" Flour Tortillas, 40-count",$8.99,/all-costco-grocery.html
"Guerrero 6"" Corn Tortillas, White Corn, 110-count",$5.99,/all-costco-grocery.html
