Product,Count,Price
"Kirkland Signature Extra Fancy Mixed Nuts, Unsalted, 2.5 lbs",,$14.99
"Kirkland Signature Organic Roasted Seaweed, 0.6 oz,",10-count,$12.49
G2G Protein Bar Variety 3-pack (24 Total Bars),,$49.99
"Doritos Tortilla Chips, Cool Ranch, 1.75 oz,",64-count,$44.99
"Sugar Bowl Bakery, Petite Palmiers, 32 oz",,$10.49
"Kirkland Signature In-Shell Pistachios, 3 lbs",,$15.99
"GoGo SqueeZ, Organic Applesauce, Variety Pack, 3.2 oz,",28-Count,$19.99
Prevail Original Grass Fed Beef Jerky 10-pack,,$49.99
"Sonoma Creamery Tomato Basil Pizza Crisps, 9.5 oz",,$10.99
"SunChips Whole Grain, Variety, 1.5 oz,",30-count,$21.99
"Schwartz Brothers Bakery, Organic Everything Bagel Chips, 15 oz",,$9.99
"Power Crunch Protein Energy Bar, French Vanilla, 1.4 oz,",12-count,$17.99
"WildRoots Trail Mix, Coastal Berry Blend, 1.75 oz,",12-count,$13.99
"Kellogg’s Pop-Tarts, Frosted Brown Sugar Cinnamon,",48-count,$12.49
No Sugar Shellz Dark Chocolatey Caramel Pecan,25-count,$42.99
"Savanna Orchards Honey Roasted Nut & Pistachios 30 oz, 2-pack",,$29.99
"Chomps Original Beef Sticks, Mild, 12 Individually Wrapped Sticks",,$19.99
"Kellogg’s Pop-Tarts, Frosted Strawberry,",48-count,$12.49
"Nature Valley Crunchy Granola Bar, Oats 'n Honey, 1.49 oz,",49-count,$17.99
Shrimp Chips with Garlic and Butter 16 oz 2-pack,,$27.99
No Sugar Keto Bar Chocolate Chip Cookie Dough  (,12-count,$42.99
"Sliced Almonds, 5 lbs",,$17.99
"Kirkland Signature Dry Roasted Macadamia Nuts, 1.5 lbs",,$16.99
"Loacker Classic Crispy Wafers, Hazelnut, 1.59 oz,",12 Count,$9.49
"Oreo Mini Sandwich Cookies, Variety Pack, 1.5 oz,",30-count,$14.99
"Quaker Chewy Granola Bars, Variety Pack, 0.84 oz,",60-count,$11.99
"Wonderful Pistachios, No Shell, Variety Pack, .75 oz,",24-count,$21.99
"Almonds, 5 lbs",,$16.99
"Lorna Doone Shortbread Cookies, 1.5 oz,",30-count,$12.99
Prevail Variety Grass Fed Beef Jerky 10-pack,,$49.99
"Knott's Bite Size Cookies, Strawberry Shortbread, 2 oz,",36-count,$13.19
"Chex Mix, Traditional, 1.75 oz,",42-count,$18.49
"Kirkland Signature, Whole Dried Blueberries, 20 oz",,$10.49
"Amaretti Del Chiostro Cookies, 400g Tin",,$26.99
"Takis Rolled Tortilla Chips, Blue Heat, 1 oz,",50-count,$21.99
"Kirkland Signature Trail Mix, 4 lbs",,$15.99
"Keebler Bite Size Cookies made with Milk Chocolate M&M's Minis, 1.6 oz,",30-count,$14.99
"Mother's, Circus Animal Cookies, 1 oz,",30-count,$14.99
"Jack Link's All American Beef Stick, Beef & Cheese, 1.2 oz,",16-count,$19.99
"Nutty & Fruity, Chili Mango, 30 oz",,$9.99
"Nature Valley Sweet and Salty Granola Bar, Peanut, 1.2 oz,",48-count,$18.99
"Paradise Green Premium Dried Mango Slices, 3.5 oz,",8-count,$13.49
"Power Crunch Protein Energy Bars, Peanut Butter Creme, 1.4 oz,",12-count,$17.99
"Honey Maid Graham Crackers 14.4 oz,",4-count,$7.99
"Nonni’s Biscotti, Almond Dark Chocolate,",25-count,$13.79
"Sugar Bowl Bakery, Madeleine Cookies, 1 oz,",28-Count,$10.49
"Kirkland Signature Roasted Almonds, Sea Salt, 2.5 lbs",,$10.99
Movie Marathon Gourmet Popcorn Gift Set,,$39.99
"Nature's Bakery Fig Bar, Variety Pack, 2 oz,",40-count,$19.99
"Crunchmaster Multi-Grain Crackers, 28 oz",,$9.69
"Knott's Berry Farm Premium Shortbread Cookies, Raspberry, 2 oz,",36-count,$12.99
"Kirkland Signature Organic Pine Nuts, 1.5 lbs",,$29.99
"GoGo SqueeZ YogurtZ, Variety Pack, 3 oz,",20-count,$14.99
"Ritz Cracker Sandwiches, Cheese,",40-count,$14.99
"Blue Diamond Almonds, Smokehouse, 1.5 oz,",12-count,$11.49
"Pepperidge Farm Goldfish Crackers, Cheddar, 1 oz,",45-count,$14.99
"Savanna Orchards Gourmet Honey Roasted Nut Mix, 30 oz",,$11.99
"Goldfish Baked Snack Crackers, Cheddar, 66 oz",,$14.99
"Nutty & Fruity Spicy Chili Tamarind Bites, 24 oz",,$11.99
"Hoody's Harvest Grove Trail Mix, 32 oz, 2-pack",,$34.99
"Tim's Cascade Potato Chips, 1.5 oz, Variety Pack,",30-count,$15.99
"Nature's Garden, Probiotic Strawberry Yoggies, 0.7 oz,",30-count,$13.99
"Think Jerky Grass Fed Beef Sticks, Original, 1 oz,",20-count,$29.99
"Cracker Jack, Original, 1.25 oz,",30-count,$10.99
"A.L. Schutzman Premium Blend Jar, 38 oz.",,$39.99
"Jack Link's Big Beef Jerky Stick, Original, 0.92 oz,",20-count,$16.99
"Hawaiian Kettle Style Island Variety Potato Chips, 1.5 oz,",30-count,$15.99
"Popcornopolis Ultimate Classic Assorted Tall Cones, Variety,",24-count,$74.99
"Kirkland Signature Organic Animal Crackers, 4 lbs",,$12.99
"Black Forest Stretch Island Fruit Strips, Variety Pack, 0.5 oz,",50-count,$19.99
"Grandma's Sandwich Creme Cookies, Vanilla, 3.245 oz,",24-Count,$18.99
"Frito-Lay Flamin' Hot Mix, Variety Pack,",54-count,$24.99
Popcornopolis Metallic Holiday,5-count,$74.99
"Kirkland Signature, Sunsweet Whole Dried Plums, 3.5 lbs",,$11.99
"Kirkland Signature Fancy Whole Cashews, Unsalted, 2.5 lbs",,$14.99
"Pecan Pieces, 5 lbs",,$35.99
Island Princess Macadamia Popcorn Crunch 24 oz 2-pack,,$59.99
"Ruffles Potato Chips, Cheddar & Sour Cream, 1.5 oz,",64-count,$49.99
"Made In Nature Organic Calimyrna Figs 40 oz, 3-pack",,$49.99
"Walnut Pieces, 5 lbs",,$16.99
No Sugar METABAR Chocolate Caramel and Peanut Flavor,12-count,$42.99
"Bon Appetit, Banana Bread Slice, 4 oz,",8-Count,$13.99
"Kirkland Signature Organic Whole Cashews, Unsalted, Unroasted, 2.5 lbs",,$16.99
"Cheez-It Crackers, Cheddar, 1.5 oz,",45-count,$17.99
"Honey Mama's Cocoa Truffle Bars, 2.5 oz, Chocolate Cake 12-ct",,$49.99
"Ocean Spray Craisins, Whole Dried Cranberries, 64 oz",,$7.99
"Dot's Homestyle Pretzels, Original Seasoned Pretzel Twists, 1 oz,",36-count,$17.99
"Savanna Honey Roasted Mix Nuts, 30 oz, 2-pack",,$42.99
"Pacific Gold Beef Jerky, Variety Pack, 15 oz,",12-count,$21.99
"The Worthy Crumb, Mini Muffins, Blueberry, 2.6 oz,",16-Count,$14.99
"KIND Nut Bar, Variety Pack, 1.4 oz,",22-count,$23.99
"Cheez-It Crackers, Cheddar, 3 lbs",,$9.99
"Old Trapper Beef Jerky, Peppered, 10 oz",,$12.99
"Go Raw Sprouted Organic Pumpkin Seeds with Sea Salt, 22 oz",,$11.99
"Jack Link's Beef Jerky, Peppered, 3.25 oz,",3-count,$16.99
"Pacific Gold Original Beef Jerky, 1.25 oz,",12-count,$21.99
"Pringles Potato Chips, Sour Cream & Onion, 5.57 oz,",14-count,$36.99
"Nutella & GO! Hazelnut and Cocoa Spread With Breadsticks, 1.8 oz,",16 Pack,$19.99
"Ritz Crackers, 61.65 oz,",18 count,$12.49
"BrainCare Brain Omega 3 Bar, Fig & Dark Chocolate, 2.1 oz,",16-count,$29.99
"Jack Link's Beef Jerky, Sweet and Hot, 3.25 oz,",3-count,$16.99
"Jack Link's Beef Jerky, Variety Pack, 1.25 oz,",9-count,$16.79
"Made in Nature Organic Berry Fusion 24 oz, 2-pack",,$39.99
"Made in Nature Organic Berry Fusion 24 oz, 2-pack",,$39.99
"BelVita Breakfast Biscuits, Blueberry, 1.76 oz,",30-count,$17.99
"Blue Diamond Almonds, Whole Natural, 1.5 oz,",12-count,$11.49
"Welch's Fruit Snacks, Variety Pack, 2.25 oz,",20-count,$14.99
"Cheez-It Snap'd Crackers, Variety Pack, .75 oz,",42-count,$16.99
"Wonderful Pistachios, Salt & Pepper, 3 lbs",,$19.99
"Wheat Thins Original Wheat Crackers, 40 oz",,$10.99
"Kirkland Signature Praline Pecans, 2.5 lbs",,$16.99
"Clif Bar Variety Pack, 2.4 oz,",26-count,$25.99
"Premium Saltine Crackers, Original, 4 oz,",12-Count,$8.49
"Old Trapper Beef Jerky, Old Fashioned, 10 oz",,$12.99
Terra Delyssa Organic Pitted Deglet Noor Dates 2-pack (44 oz. each),,$29.99
"A.L. Schutzman Colossal Cashews Jar, 38 oz.",,$44.99
"Jack Link's Beef Jerky, Original, 3.25 oz,",3-count,$16.99
"BelVita Breakfast Biscuit, Cinnamon Brown Sugar, 1.76 oz,",30-count,$17.99
"Mayorga Organic Chia Seeds, USDA Organic, NON-Gmo verified, 3lb, 2-pack",,$36.99
"Lance Sandwich Crackers, Toastchee, 1.52 oz,",40-count,$9.99
"Old Trapper Beef Jerky, Hot & Spicy, 10 oz",,$12.99
"Bobo's Oat Bites, Variety Pack, 1.3 oz,",24-count,$15.99
"Kirkland Signature Premium Extra Thick Steak Strips, 12 oz",,$12.99
"Honey Mama's Classic Variety Truffle Bars, 2.5 oz, 12-ct",,$49.99
"Honey Mama's Greatest Hits Truffle Bars, 2.5 oz, 12-ct",,$49.99
"Wonderful In-Shell Pistachio Nuts, 1.5 oz,",24-count,$14.99
"OREO Chocolate Sandwich Cookies, Stay Fresh Packs,",12-Count,$9.99
"Kellogg's Club Crackers, Original, 13.7 oz,",4 Count,$12.99
"Bon Appetit, Cheese Coffee Bar Cake, 4 oz,",8-Count,$14.99
"Jack Link's Beef Jerky, Teriyaki, 3.25 oz,",3-count,$16.99
"Golden Island Korean Barbecue Pork Jerky, 14.5 oz",,$14.99
"Kam Yen Jan Chinese Style Sausage, 21 oz.,",2-count,$15.99
"Quaker Rice Crisps, Variety Pack,",36-count,$19.99
Our Heroes' Care Pack,,$56.99
"Entenmann’s Little Bites Party Cake Muffins, 1.65 oz,",20-count,$13.99
"Pringles Potato Chips, Original, 5.26 oz,",14-count,$36.99
"RITZ Crackers, Original, 0.68 oz,",45-count,$13.69
"JJ's Bakery, Lightly Glazed Apple Pie, 4 oz,",16-Count,$11.99
"Carr's Table Water Crackers, Variety Pack, 25.5 oz",,$14.99
"Power Crunch Protein Crisps, Hot & Spicy, 2.1 oz,",6-count,$27.99
"Kellogg's Rice Krispies Treats, Variety Pack,",60-count,$16.99
"Glico Pocky, Strawberry Cream Covered Biscuit Sticks, 1.4 oz,",10-count,$9.99
"Kellogg's Nutri-Grain Bars, 1.3 oz,",64-count,$21.99
"Kar's Trail Mix, Sweet 'N Salty, 2 oz,",24-count,$12.99
"Universal Bakery, Belgian Waffles, Strawberry, 1.9 oz,",12-Count,$8.79
"Sugar Bowl Bakery, Brownie Bites,",32-Count,$8.99
"Universal Bakery Organic Paleo Bars,",20-Count,$11.99
"Pringles Grab & Go Potato Crisps, Variety,",36-count,$24.99
"Made in Nature USDA Organic Dates 40 oz, 2-pack",,$32.99
"Sun-Maid, Raisins, 2.25 lbs,",2-Count,$12.49
Mary Macleod's Gluten Free Shortbread Cookies Mixed Assortment,8-Pack,$49.99
"Cheetos Crunchy, Flamin' Hot, 1 oz,",50-count,$22.99
Made in Nature USDA Organic Goji Berries 20 oz 2-pack,,$39.99
"Cheez-It White Cheddar Baked Snack Cracker, 1.5 oz,",45-count,$17.99
"La Dolce Vita Classic Italian Biscotti, 40 oz",,$14.99
No Sugar Keto Bar Chocolate Mint (,12-count,$42.99
"Jack Link's Beef Steak Stick, Original, 1 oz,",12-count,$18.99
"Sabritas Peanuts, 1.625 oz, Variety Pack,",30-count,$11.99
"Kellogg's Rice Krispie Treats, 1.3 oz,",25-count,$11.99
"Slim Jim Smoked Snack Stick, Original, 0.28 oz,",120-count,$28.99
No Sugar Keto Bar (,12-count,$42.99
"Second Nature Trail Mix, Wholesome Medley, 1.5 oz,",16-count,$14.99
"Universal Bakery Traditional Aussie Bites, 27 oz",,$11.99
"Jack Link's Protein Snack Box, Variety Pack,",24-count,$37.99
"Meiji Hello Panda Chocolate Creme Filled Cookies, 0.75 oz,",32-count,$11.99
"Planters Dry Roasted Peanuts, 3.25 lbs",,$8.49
"JJ's Bakery, Lightly Glazed Cherry Pie, 4 oz,",16-Count,$11.99
"Newtons Fig Cookies, 2 oz,",24-count,$12.99
No Sugar Keto Bar (,12-count,$42.99
"Golden Island Pork Snack Bites, Korean Barbecue, 1.5 oz,",12-count,$18.39
"Amki Sesame Thins, 1.25 oz,",36-count,$11.99
"Cheetos Crunchy, Flamin' Hot, 2 oz,",64-count,$49.99
"Cheetos Crunchy, Original, 1 oz,",50-count,$22.99
"Sonoma Creamery Pepper Jack Crisps, 10 oz",,$12.99
"The Gluten Free Brothers Variety Bites,",6 count,$24.99
"Tapatio Mixed Nuts, Salsa Picante, 2.5 oz,",24-count,$26.99
"Frito Lay Bold Mix, 1 oz, Variety Pack,",54-count,$23.99
"Nilla Wafers Cookies, 15 oz,",2 Count,$9.49
"Utz Pub Crunchy Snack Mix, 44 oz",,$10.99
"Bon Appetit, Gourmet Danish, Variety Pack, 3 oz,",18-Count,$17.99
"The Gluten Free Brothers Variety Bars,",24 count,$29.99
"Lenny & Larry's The Complete Cookie, White Chocolate Flavored Macadamia, 4 oz,",12 count,$17.99
"Power Crunch Protein Crisps, Barbecue, 2.1 oz,",6-count,$27.99
"Gardetto's Snack Mix, Original, 1.75 oz,",42-count,$18.99
"Bon Appetit, Mini Chocolate Donuts,",6-Pack,$13.99
"Jack Link's Premium Cuts Beef Steak, Teriyaki, 1 oz,",12-count,$18.99
"David Original Sunflower In-Shell Seeds,  1.75 oz,",24-count,$12.49
"Slim Jim Smoked Snack Stick, Original, 0.97 oz,",24-count,$26.99
Cherry Bay Orchards No-Added-Sugar Dried Montmorency Cherries 8 oz Bag 2-pack,,$24.99
"Yupik Raw Shelled Hazelnuts, 2.2 lbs, 3-pack",,$44.99
"ParmCrisps Snack Mix, Ranch, 1.50 oz,",12-count,$17.99
"Cheetos Crunchy, Original, 2 oz,",64-count,$49.99
"Bon Appetit Danish, Strawberry 'N Creme, 4.6 oz,",10-count,$17.99
"Hostess Donettes, Variety Pack, 1.52 oz,",32-count,$12.99
Savanna Orchards Country Club Mix 30 oz,2-count,$32.99
"Marinela, Gansito Snack Cakes, 1.76 oz,",24-Count,$10.49
"Hoody's Roasted Unsalted Peanuts 20 lbs, 4-pack",,$39.99
"Slim Jim Snack Stick, Original, 1.94 oz,",18-count,$31.99
"Popcornopolis Zebra Popcorn 24 oz,",3-count,$23.99
"Yupik Organic Pumpkin Seeds, 2.2 lbs, 4-pack",,$54.99
"Joy Luck Palace Double Egg Yolk and Lotus Seed Paste Moon Cakes, 24.7 oz,",4-Count,$15.99
"Frito Lay Oven Baked Mix, Variety Pack,",30-count,$21.99
"Belli Biscotti Hand Painted Ceramic Jar, Italian Semi Soft Biscotti, 2-pack, 17.6 oz. total",,$89.99
